Индекс;Долгота, град;Широта, град;Название;Время;CO, мг/м3;NO, мг/м3;NO2, мг/м3;SO2, мг/м3;H2S, мг/м3;;NH3, мг/м3;PM10, мг/м3;PM2.5, мг/м3;СН2О, мг/м3;;;;;;;;T, °С;H, %;P, мм.рт.ст.;V, м/с;N, град;Т зонд 1min, °C;Т зонд 2min, °C;Т пав, 'C;U, В;Вскрытие;Пожар;
74040103;61.424759;55.112454;МР-28М Челябинск-3;14.05.2023 22:19;0.425;0.009;0.051;;;;0.014;;;0.023694;;;;;;;;10.32;87.4;744.1;0;;24.67;23.57;21.75;216.84;0;0;
